2021-11-20 18:44:52,683: Key.ctrl
2021-11-20 18:44:53,953: Key.alt
2021-11-20 18:44:54,024: Key.tab
2021-11-20 18:44:55,556: Key.alt
2021-11-20 18:44:55,597: Key.tab
2021-11-20 18:44:56,372: Key.tab
2021-11-20 18:44:57,563: Key.enter
2021-11-20 18:44:58,280: 'f'
2021-11-20 18:44:58,356: 'a'
2021-11-20 18:44:58,449: 'c'
2021-11-20 18:44:58,508: 'e'
2021-11-20 18:44:58,565: 'b'
2021-11-20 18:44:58,658: 'o'
2021-11-20 18:44:58,834: 'o'
2021-11-20 18:44:58,917: 'k'
2021-11-20 18:44:59,086: '.'
2021-11-20 18:44:59,205: 'c'
2021-11-20 18:44:59,307: 'o'
2021-11-20 18:44:59,384: 'm'
2021-11-20 18:44:59,685: Key.enter
2021-11-20 18:45:00,582: 'h'
2021-11-20 18:45:00,658: 'i'
2021-11-20 18:45:00,989: 'm'
2021-11-20 18:45:01,174: 'y'
2021-11-20 18:45:01,761: 'e'
2021-11-20 18:45:01,888: 'm'
2021-11-20 18:45:01,957: 'a'
2021-11-20 18:45:02,060: 'i'
2021-11-20 18:45:02,123: 'l'
2021-11-20 18:45:02,225: Key.shift
2021-11-20 18:45:02,298: '@'
2021-11-20 18:45:03,053: 'y'
2021-11-20 18:45:03,139: 'e'
2021-11-20 18:45:03,154: 's'
2021-11-20 18:45:03,317: '.'
2021-11-20 18:45:03,434: 'c'
2021-11-20 18:45:03,538: 'o'
2021-11-20 18:45:03,606: 'm'
2021-11-20 18:45:04,497: Key.enter
2021-11-20 18:45:05,631: 'n'
2021-11-20 18:45:05,748: 'o'
2021-11-20 18:45:06,102: 't'
2021-11-20 18:45:06,175: 'h'
2021-11-20 18:45:06,236: 'i'
2021-11-20 18:45:06,294: 's'
2021-11-20 18:45:06,422: 'i'
2021-11-20 18:45:06,494: 's'
2021-11-20 18:45:06,601: 'n'
2021-11-20 18:45:06,687: 'o'
2021-11-20 18:45:06,738: 't'
2021-11-20 18:45:07,008: 'a'
2021-11-20 18:45:07,241: 'p'
2021-11-20 18:45:07,411: 'a'
2021-11-20 18:45:07,459: 's'
2021-11-20 18:45:07,629: 's'
2021-11-20 18:45:07,804: 'w'
2021-11-20 18:45:07,954: 'o'
2021-11-20 18:45:08,000: 'r'
2021-11-20 18:45:08,377: 'd'
2021-11-20 18:45:08,879: Key.enter
2021-11-20 18:45:10,478: Key.tab
2021-11-20 18:45:10,651: Key.tab
2021-11-20 18:45:11,647: Key.ctrl
2021-11-20 18:45:11,755: 'w'
2021-11-20 18:45:12,588: Key.enter
2021-11-20 18:45:13,187: 'k'
2021-11-20 18:45:13,293: 'j'
2021-11-20 18:45:13,891: Key.backspace
2021-11-20 18:45:14,041: Key.backspace
2021-11-20 18:45:14,213: Key.backspace
2021-11-20 18:45:15,193: 'f'
2021-11-20 18:45:15,563: Key.ctrl
2021-11-20 18:45:15,657: Key.enter
2021-11-20 18:45:16,478: 'k'
2021-11-20 18:45:16,550: 'j'
2021-11-20 18:45:17,482: Key.shift
2021-11-20 18:45:19,974: 'j'
2021-11-20 18:45:19,979: 'k'
2021-11-20 18:45:20,446: 'j'
2021-11-20 18:45:21,217: Key.enter
2021-11-20 18:45:23,009: Key.up
2021-11-20 18:45:23,826: Key.left
2021-11-20 18:45:24,004: Key.left
2021-11-20 18:45:24,192: Key.shift
2021-11-20 18:45:24,290: Key.end
2021-11-20 18:45:24,574: Key.shift
2021-11-20 18:45:24,697: Key.left
2021-11-20 18:45:24,942: Key.ctrl
2021-11-20 18:45:25,036: 'c'
2021-11-20 18:45:25,304: Key.left
2021-11-20 18:45:25,710: Key.home
2021-11-20 18:45:26,283: Key.enter
2021-11-20 18:45:26,459: Key.enter
2021-11-20 18:45:26,616: Key.up
2021-11-20 18:45:26,975: Key.up
2021-11-20 18:45:27,193: 'f'
2021-11-20 18:45:27,286: 'i'
2021-11-20 18:45:27,496: 'e'
2021-11-20 18:45:27,498: 'l'
2021-11-20 18:45:27,576: 's'
2021-11-20 18:45:27,898: Key.backspace
2021-11-20 18:45:28,051: Key.backspace
2021-11-20 18:45:28,179: Key.backspace
2021-11-20 18:45:28,335: 'l'
2021-11-20 18:45:28,422: 'e'
2021-11-20 18:45:28,476: 's'
2021-11-20 18:45:28,555: Key.shift
2021-11-20 18:45:28,654: '_'
2021-11-20 18:45:28,810: 't'
2021-11-20 18:45:28,880: 'o'
2021-11-20 18:45:28,973: Key.shift
2021-11-20 18:45:29,049: '_'
2021-11-20 18:45:29,143: 'r'
2021-11-20 18:45:29,195: 'e'
2021-11-20 18:45:29,249: 'a'
2021-11-20 18:45:29,348: 'd'
2021-11-20 18:45:29,500: Key.space
2021-11-20 18:45:29,618: '='
2021-11-20 18:45:29,715: Key.space
2021-11-20 18:45:29,888: '['
2021-11-20 18:45:30,701: Key.ctrl
2021-11-20 18:45:30,743: 'v'
2021-11-20 18:45:31,508: Key.ctrl
2021-11-20 18:45:31,553: 'z'
2021-11-20 18:45:32,207: 'f'
2021-11-20 18:45:32,356: Key.space
2021-11-20 18:45:32,440: 'f'
2021-11-20 18:45:32,580: 'o'
2021-11-20 18:45:32,622: 'r'
2021-11-20 18:45:32,737: Key.space
2021-11-20 18:45:32,856: 'f'
2021-11-20 18:45:32,985: Key.space
2021-11-20 18:45:33,092: 'i'
2021-11-20 18:45:33,180: 'n'
2021-11-20 18:45:33,212: Key.space
2021-11-20 18:45:33,357: Key.ctrl
2021-11-20 18:45:33,421: 'v'
2021-11-20 18:45:34,009: Key.space
2021-11-20 18:45:34,194: 'i'
2021-11-20 18:45:34,280: 'f'
2021-11-20 18:45:34,422: Key.space
2021-11-20 18:45:34,762: 'f'
2021-11-20 18:45:35,165: '.'
2021-11-20 18:45:35,319: 'e'
2021-11-20 18:45:35,444: 'n'
2021-11-20 18:45:35,494: 'd'
2021-11-20 18:45:35,566: 's'
2021-11-20 18:45:35,730: 'w'
2021-11-20 18:45:35,819: 'i'
2021-11-20 18:45:35,913: 't'
2021-11-20 18:45:36,014: 'h'
2021-11-20 18:45:36,062: Key.shift
2021-11-20 18:45:36,203: '('
2021-11-20 18:45:36,375: "'"
2021-11-20 18:45:36,570: 't'
2021-11-20 18:45:36,764: 'x'
2021-11-20 18:45:36,834: 't'
2021-11-20 18:45:37,272: Key.ctrl
2021-11-20 18:45:37,348: 's'
2021-11-20 18:45:38,160: Key.down
2021-11-20 18:45:38,470: Key.shift
2021-11-20 18:45:38,592: Key.down
2021-11-20 18:45:38,773: Key.down
2021-11-20 18:45:38,929: Key.down
2021-11-20 18:45:39,215: Key.backspace
2021-11-20 18:45:40,096: 'f'
2021-11-20 18:45:40,220: 'i'
2021-11-20 18:45:40,318: 'l'
2021-11-20 18:45:40,364: 'e'
2021-11-20 18:45:40,444: 's'
2021-11-20 18:45:40,470: Key.shift
2021-11-20 18:45:40,575: '_'
2021-11-20 18:45:40,700: 't'
2021-11-20 18:45:40,800: 'o'
2021-11-20 18:45:40,891: Key.shift
2021-11-20 18:45:41,017: '_'
2021-11-20 18:45:41,100: 'r'
2021-11-20 18:45:41,163: 'e'
2021-11-20 18:45:41,210: 'a'
2021-11-20 18:45:41,302: 'd'
2021-11-20 18:45:41,495: Key.shift
2021-11-20 18:45:41,598: Key.enter
2021-11-20 18:45:42,895: 'k'
2021-11-20 18:45:43,073: 'k'
2021-11-20 18:45:43,278: 'k'
2021-11-20 18:45:43,744: Key.backspace
2021-11-20 18:45:43,899: Key.backspace
2021-11-20 18:45:44,052: Key.backspace
2021-11-20 18:45:44,208: Key.backspace
2021-11-20 18:45:44,525: Key.esc
2021-11-20 18:45:44,878: 'k'
2021-11-20 18:45:45,065: 'k'
2021-11-20 18:45:45,453: 'j'
2021-11-20 18:45:46,507: Key.ctrl_r
2021-11-20 18:45:46,702: Key.shift
2021-11-20 18:45:47,048: Key.enter
2021-11-20 18:45:47,860: Key.up
2021-11-20 18:45:48,509: Key.end
2021-11-20 18:45:48,786: Key.ctrl
2021-11-20 18:45:48,907: Key.left
2021-11-20 18:45:49,088: Key.ctrl
2021-11-20 18:45:49,101: Key.shift
2021-11-20 18:45:49,160: Key.left
2021-11-20 18:45:49,345: Key.left
2021-11-20 18:45:49,521: Key.left
2021-11-20 18:45:49,692: Key.left
2021-11-20 18:45:49,863: Key.left
2021-11-20 18:45:50,060: Key.left
2021-11-20 18:45:50,266: Key.left
2021-11-20 18:45:50,874: Key.backspace
2021-11-20 18:45:51,007: Key.backspace
2021-11-20 18:45:51,242: Key.ctrl
2021-11-20 18:45:51,328: Key.enter
2021-11-20 18:45:53,037: Key.ctrl_r
2021-11-20 18:45:53,775: Key.ctrl
2021-11-20 18:45:54,491: Key.enter
2021-11-20 18:45:55,558: Key.ctrl
2021-11-20 18:45:55,677: Key.left
2021-11-20 18:45:55,847: Key.left
2021-11-20 18:45:55,995: Key.left
2021-11-20 18:45:56,185: Key.left
2021-11-20 18:45:56,392: Key.left
2021-11-20 18:45:56,803: Key.ctrl
2021-11-20 18:45:56,886: Key.left
2021-11-20 18:45:57,399: 'l'
2021-11-20 18:45:57,483: 'i'
2021-11-20 18:45:57,547: 's'
2021-11-20 18:45:57,609: 't'
2021-11-20 18:45:57,695: Key.shift
2021-11-20 18:45:57,760: '('
2021-11-20 18:45:58,166: Key.ctrl
2021-11-20 18:45:58,260: Key.right
2021-11-20 18:45:58,429: Key.right
2021-11-20 18:45:58,598: Key.right
2021-11-20 18:45:58,786: Key.right
2021-11-20 18:45:58,966: Key.right
2021-11-20 18:45:59,139: Key.right
2021-11-20 18:45:59,544: Key.left
2021-11-20 18:45:59,782: Key.shift
2021-11-20 18:45:59,903: ')'
2021-11-20 18:46:00,232: Key.ctrl
2021-11-20 18:46:00,385: Key.enter
2021-11-20 18:46:04,105: Key.enter
2021-11-20 18:46:04,250: Key.ctrl
2021-11-20 18:46:04,275: 'z'
2021-11-20 18:46:04,625: 'z'
2021-11-20 18:46:04,908: Key.ctrl
2021-11-20 18:46:05,039: Key.left
2021-11-20 18:46:05,236: Key.left
2021-11-20 18:46:05,405: Key.left
2021-11-20 18:46:05,578: Key.left
2021-11-20 18:46:06,249: 'l'
2021-11-20 18:46:06,314: 'i'
2021-11-20 18:46:06,367: 's'
2021-11-20 18:46:06,443: 't'
2021-11-20 18:46:06,541: Key.shift
2021-11-20 18:46:06,586: '('
2021-11-20 18:46:07,024: Key.right
2021-11-20 18:46:07,166: Key.shift
2021-11-20 18:46:07,365: ')'
2021-11-20 18:46:07,621: Key.ctrl
2021-11-20 18:46:07,739: Key.enter
2021-11-20 18:46:11,755: Key.enter
2021-11-20 18:46:12,199: Key.backspace
2021-11-20 18:46:12,406: Key.ctrl
2021-11-20 18:46:12,532: Key.left
2021-11-20 18:46:13,144: Key.ctrl
2021-11-20 18:46:13,148: Key.shift
2021-11-20 18:46:13,341: Key.left
2021-11-20 18:46:13,671: Key.left
2021-11-20 18:46:13,959: Key.backspace
2021-11-20 18:46:14,264: 's'
2021-11-20 18:46:14,341: 't'
2021-11-20 18:46:14,501: 'r'
2021-11-20 18:46:14,584: Key.shift
2021-11-20 18:46:14,674: '('
2021-11-20 18:46:14,939: Key.right
2021-11-20 18:46:15,148: Key.shift
2021-11-20 18:46:15,244: ')'
2021-11-20 18:46:15,451: Key.ctrl
2021-11-20 18:46:15,573: Key.enter
2021-11-20 18:46:18,865: Key.ctrl
2021-11-20 18:46:19,129: 't'
2021-11-20 18:46:22,008: Key.ctrl
2021-11-20 18:46:22,141: 'w'
2021-11-20 18:46:22,872: Key.enter
2021-11-20 18:46:23,119: Key.ctrl
2021-11-20 18:46:23,187: 'z'
2021-11-20 18:46:23,452: 'z'
2021-11-20 18:46:23,863: Key.ctrl
2021-11-20 18:46:23,980: Key.enter
2021-11-20 18:46:26,973: 'k'
2021-11-20 18:46:27,033: 'j'
2021-11-20 18:46:27,661: Key.enter
2021-11-20 18:46:32,175: Key.esc
2021-11-20 18:46:32,320: 'b'
2021-11-20 18:46:32,532: Key.enter
2021-11-20 18:46:33,668: Key.up
2021-11-20 18:46:33,794: Key.shift
2021-11-20 18:46:33,945: Key.enter
2021-11-20 18:46:34,524: Key.enter
2021-11-20 18:46:35,471: 't'
2021-11-20 18:46:35,558: 'y'
2021-11-20 18:46:35,592: 'p'
2021-11-20 18:46:35,731: 'e'
2021-11-20 18:46:36,138: Key.shift
2021-11-20 18:46:36,240: '('
2021-11-20 18:46:36,543: 'f'
2021-11-20 18:46:36,675: 'i'
2021-11-20 18:46:36,773: 'l'
2021-11-20 18:46:36,818: 'e'
2021-11-20 18:46:36,882: 's'
2021-11-20 18:46:36,904: Key.shift
2021-11-20 18:46:37,020: '_'
2021-11-20 18:46:37,136: 't'
2021-11-20 18:46:37,302: 'o'
2021-11-20 18:46:37,451: Key.tab
2021-11-20 18:46:37,948: Key.ctrl
2021-11-20 18:46:38,016: Key.enter
2021-11-20 18:46:38,634: Key.enter
2021-11-20 18:46:39,576: '['
2021-11-20 18:46:39,953: '1'
2021-11-20 18:46:40,249: Key.ctrl
2021-11-20 18:46:40,314: Key.enter
2021-11-20 18:46:41,281: Key.enter
2021-11-20 18:46:41,843: Key.backspace
2021-11-20 18:46:42,010: Key.backspace
2021-11-20 18:46:42,225: Key.ctrl
2021-11-20 18:46:42,740: Key.ctrl
2021-11-20 18:46:43,160: Key.ctrl
2021-11-20 18:46:43,288: Key.left
2021-11-20 18:46:43,451: Key.left
2021-11-20 18:46:43,602: Key.left
2021-11-20 18:46:43,874: Key.ctrl
2021-11-20 18:46:43,892: Key.shift
2021-11-20 18:46:43,952: Key.right
2021-11-20 18:46:44,231: ';'
2021-11-20 18:46:44,291: 'e'
2021-11-20 18:46:44,475: 'm'
2021-11-20 18:46:44,790: Key.backspace
2021-11-20 18:46:44,910: Key.backspace
2021-11-20 18:46:45,049: Key.backspace
2021-11-20 18:46:45,194: 'l'
2021-11-20 18:46:45,305: 'e'
2021-11-20 18:46:45,398: 'n'
2021-11-20 18:46:45,542: Key.ctrl
2021-11-20 18:46:45,626: Key.enter
2021-11-20 18:46:46,441: 'l'
2021-11-20 18:46:46,502: 'k'
2021-11-20 18:46:46,593: 'j'
2021-11-20 18:46:47,430: 'x'
2021-11-20 18:46:47,760: 'k'
2021-11-20 18:46:50,755: Key.ctrl
2021-11-20 18:46:50,807: 't'
2021-11-20 18:46:51,368: 'l'
2021-11-20 18:46:51,427: 'i'
2021-11-20 18:46:51,480: 's'
2021-11-20 18:46:51,564: 't'
2021-11-20 18:46:51,772: Key.space
2021-11-20 18:46:51,874: 'o'
2021-11-20 18:46:51,921: 'f'
2021-11-20 18:46:52,002: Key.space
2021-11-20 18:46:52,136: 't'
2021-11-20 18:46:52,491: 'u'
2021-11-20 18:46:52,625: 'p'
2021-11-20 18:46:52,802: 'l'
2021-11-20 18:46:52,875: 'e'
2021-11-20 18:46:52,954: 's'
2021-11-20 18:46:53,017: Key.space
2021-11-20 18:46:53,254: 'f'
2021-11-20 18:46:53,381: 'l'
2021-11-20 18:46:53,469: 'a'
2021-11-20 18:46:53,545: 't'
2021-11-20 18:46:53,680: 't'
2021-11-20 18:46:53,745: 'e'
2021-11-20 18:46:53,838: 'n'
2021-11-20 18:46:53,990: Key.space
2021-11-20 18:46:54,081: 'p'
2021-11-20 18:46:54,209: 'y'
2021-11-20 18:46:54,223: 't'
2021-11-20 18:46:54,368: 'h'
2021-11-20 18:46:54,466: 'o'
2021-11-20 18:46:54,615: 'n'
2021-11-20 18:46:54,809: Key.enter
2021-11-20 18:46:54,987: 's'
2021-11-20 18:46:54,999: 'a'
2021-11-20 18:46:55,005: 'd'
2021-11-20 18:46:55,006: 'f'
2021-11-20 18:46:55,419: 'f'
2021-11-20 18:46:55,793: 'a'
2021-11-20 18:46:55,822: 'f'
2021-11-20 18:46:55,830: 's'
2021-11-20 18:46:55,837: 'd'
2021-11-20 18:47:18,883: Key.left
2021-11-20 18:47:19,373: 'i'
2021-11-20 18:47:19,497: Key.space
2021-11-20 18:47:19,656: 'i'
2021-11-20 18:47:19,747: 'n'
2021-11-20 18:47:19,869: Key.space
2021-11-20 18:47:21,190: Key.end
2021-11-20 18:47:21,681: Key.left
2021-11-20 18:47:22,221: Key.space
2021-11-20 18:47:22,518: 'f'
2021-11-20 18:47:22,654: 'o'
2021-11-20 18:47:22,723: 'r'
2021-11-20 18:47:22,789: Key.space
2021-11-20 18:47:22,887: 'f'
2021-11-20 18:47:22,994: Key.space
2021-11-20 18:47:23,220: 'i'
2021-11-20 18:47:23,293: 'n'
2021-11-20 18:47:23,367: Key.space
2021-11-20 18:47:23,537: 'i'
2021-11-20 18:47:23,742: Key.ctrl
2021-11-20 18:47:23,848: Key.enter
2021-11-20 18:47:24,703: Key.enter
2021-11-20 18:47:25,262: Key.backspace
2021-11-20 18:47:25,407: Key.backspace
2021-11-20 18:47:25,558: Key.backspace
2021-11-20 18:47:25,705: Key.backspace
2021-11-20 18:47:25,853: Key.backspace
2021-11-20 18:47:26,001: Key.backspace
2021-11-20 18:47:26,231: 'i'
2021-11-20 18:47:26,402: Key.space
2021-11-20 18:47:26,500: 'i'
2021-11-20 18:47:26,578: 'n'
2021-11-20 18:47:26,652: Key.space
2021-11-20 18:47:26,727: 'f'
2021-11-20 18:47:26,966: Key.ctrl
2021-11-20 18:47:27,015: Key.enter
2021-11-20 18:47:27,740: Key.enter
2021-11-20 18:47:28,122: Key.ctrl
2021-11-20 18:47:28,191: 'z'
2021-11-20 18:47:28,413: 'z'
2021-11-20 18:47:28,851: Key.ctrl
2021-11-20 18:47:28,986: '9'
2021-11-20 18:47:29,319: Key.alt
2021-11-20 18:47:29,398: '9'
2021-11-20 18:47:32,334: Key.ctrl
2021-11-20 18:47:32,427: 'c'
2021-11-20 18:47:35,183: Key.enter
2021-11-20 18:47:35,356: Key.ctrl
2021-11-20 18:47:35,443: 'z'
2021-11-20 18:47:35,688: Key.ctrl
2021-11-20 18:47:35,783: 'z'
2021-11-20 18:47:36,077: 'z'
2021-11-20 18:47:36,388: 'z'
2021-11-20 18:47:36,648: 'z'
2021-11-20 18:47:36,925: 'z'
2021-11-20 18:47:37,237: 'z'
2021-11-20 18:47:37,539: 'z'
2021-11-20 18:47:38,506: Key.enter
2021-11-20 18:47:39,332: 'b'
2021-11-20 18:47:39,534: Key.enter
2021-11-20 18:47:39,634: Key.ctrl
2021-11-20 18:47:39,718: 'v'
2021-11-20 18:47:40,776: Key.home
2021-11-20 18:47:41,267: Key.backspace
2021-11-20 18:47:41,649: Key.ctrl
2021-11-20 18:47:41,724: Key.right
2021-11-20 18:47:42,046: Key.right
2021-11-20 18:47:42,664: Key.right
2021-11-20 18:47:42,971: Key.right
2021-11-20 18:47:43,642: Key.ctrl
2021-11-20 18:47:43,662: Key.shift
